Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de  Minería y Metalurgia se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4993,-68.1352",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de  Trabajo, Empleo y Previsión Social se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4967,-68.1356",Bolivia,4,La Paz,,,,,8349540,CH,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Autonomías se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.5084,-68.1285",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Culturas se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.497,-68.1338",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Defensa Nacional se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.5109,-68.126",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Desarrollo Productivo y Economía Plural se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.5,-68.1322",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Desarrollo Rural y Tierras se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4995,-68.1326",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Economía y Finanzas Públicas se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4951,-68.1325",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Educación se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.5064,-68.128",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Justicia se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.5031,-68.1315",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de la Presidencia se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4963,-68.1337",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Medio Ambiente y Aguas se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.5047,-68.1336",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Obras Públicas, Servicios y Vivienda se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4992,-68.1351",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Planificación del Desarrollo se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.4989,-68.1355",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Relaciones Exteriores y Culto se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.495,-68.1337",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1047,"La oficina de la Unidad de Transparencia del Ministerio de Salud y Deportes se encarga de fortalecer la política de transparencia del Gobierno Boliviano en sus cuatro ejes: la participación ciudadana, la transparencia en la gestión pública, derecho al acceso a la información y medidas para eliminar corrupción, además de los mecanismos de fortalecimiento y coordinación institucional.","-16.504,-68.1317",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1050,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1050,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1050,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1050,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1050,"Se llevó a cabo un  taller de apoyo al Programa de Electricidad para Vivir con Dignidad, denominado “Avances, Dificultades y Desafíos para la Preparación y Elegibilidad de Proyectos de Electrificación Rural en Bolivia”, con la presencia de representantes del sector energético de las gobernaciones, municipios, empresas distribuidoras de electricidad, Empresa Nacional de Electricidad (ENDE) y Viceministerio de Electricidad y Energías Alternativas.","-16.4973,-68.1358",Bolivia,4,La Paz,,,,,8349540,CH,Exact Location
BO-L1051,Se ha instalado la Oficina Regional de Cobija del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo,"-11.0271,-68.7596",Bolivia,6,Pando,,,,,3919998,PPLA,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional de Cochabamba del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-17.3807,-66.1441",Bolivia,2,Cochabamba,,,,,7010403,PPLX,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional de Oruro del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo.Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-17.9637,-67.1093",Bolivia,5,Oruro,,,,,3905735,MT,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional de Potosí del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-19.5863,-65.758",Bolivia,7,Potosí,,,,,3907584,PPLA,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional de Sucre del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-19.0349,-65.2514",Bolivia,1,Chuquisaca,,,,,8390355,PPLX,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional de Tarija del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-21.5369,-64.7235",Bolivia,9,Tarija,,,,,9882981,PPLX,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional de Trinidad del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-14.8327,-66.1441",Bolivia,3,El Beni,,,,,3920993,PPL,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional la Ciudad de El Alto del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-16.5102,-68.165",Bolivia,,,,,,,6254884,PPL,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional la Ciudad de La Paz del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y mobiliario.","-16.5036,-68.1316",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1051,"Se ha instalado la Oficina Regional Santa Cruz de la Sierra del Programa de Apoyo al Empleo para mejorar la atención de Usuarios del Servicio Plurinacional de Empleo. Se realizó la contratación de personal la instalación de Oficina, equipamiento y moviliario.","-17.7766,-63.1781",Bolivia,8,Santa Cruz,,,,,7020908,PRK,Exact Location
BO-L1051,A la fecha más de 500 personas han podido obtener una oportunidad de capacitación en una empresa en la ciudad de Cochbamba. Más del 50% de los beneficiarios fueron jóvenes y mujeres. A la fecha se apoyó además a más de 30 mil personas mediante intermediación laboral a nivel nacional.,"-17.3936,-66.1569",Bolivia,2,Cochabamba,,,,,7010411,PPLX,Approximate Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 12 varones y 1 mujer buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-17.9697,-67.1147",Bolivia,5,Oruro,,,,,3905735,MT,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 17 varones y 11 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-19.5893,-65.7535",Bolivia,7,Potosí,,,,,3907584,PPLA,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 20 varones y 20 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-16.5099,-68.1591",Bolivia,,,,,,,6254884,PPL,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 28 varones y 11 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-17.7832,-63.1821",Bolivia,8,Santa Cruz,,,,,3904906,PPLA,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 48 varones y 15 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-16.4957,-68.1336",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 5 varones y 4 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-21.5339,-64.7343",Bolivia,9,Tarija,,,,,3903320,PPLA,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 6 varones y 7 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-11.0315,-68.764",Bolivia,6,Pando,,,,,3919998,PPLA,Exact Location
BO-L1051,"El Programa de Apoyo al Empleo (PAE), es un instrumento de aplicación de las políticas de empleo del Estado Plurinacional de Bolivia, diseñado para atender a trabajadores, técnicos y profesionales mayores de 18 años que se encuentren en situación de desempleo. Se otorgó estipendios, por 3 meses, para la capacitación in situ a 6 varones y 9 mujeres buscadores de empleo, en empresas privadas y de servicio registradas en la Bolsa de Trabajo del Servicio Plurinacional de Empleo","-17.3939,-66.1569",Bolivia,2,Cochabamba,,,,,7010411,PPLX,Exact Location
BO-L1053,"Las características hidráulicas principales de la obra consisten en almacenar 128.181 m3 de agua, con una altura de presa de 3 metros, longitud de 28 metros, un vertedero tipo Greager y las obras de toma, cámara de válvulas y aducción.  Los sistemas de distribución mediante piletas tipo familiares se construyeron en 4  zonas de la Comunidad de Uyuni a traves de las cuales se cuenta con agua para riego y especialmente para la recuperacion de bofedales.","-17.1032,-66.2639",Bolivia,2,Cochabamba,,,,,3916327,PPL,Exact Location
BO-L1053,"Las características hidráulicas principales de la obra consisten en almacenar 40.435 m3 de agua, con una altura de presa de 3,1 metros, en una longitud de 27,72  metros, cuenta con vertedor tipo Greager y obras de toma y cámara de válvulas. Se han instalado los sistemas para distribución de 14 piletas familiares en la Comunidad de Putucuni, asegurandose el caudal de agua continuo para el riego de los 14 bofedales.","-17.2069,-66.2797",Bolivia,2,Cochabamba,,,,,3904157,LCTY,Exact Location
BO-L1063,"Se ha elaborado la cartografia corresponiente al Torno en una superficie de 1.217 Ha, comprende el levantamiento topográfico detallado del área urbana intensiva, asi como el establecimiento de poligonales, mediciones planialtimétricas de elementos cartográficos, barrido del relieve topográfico y conformación del Modelo Digital de terreno MDT.","-17.9923,-63.383",Bolivia,8,Santa Cruz,,,7729789,El Torno,7729789,ADM3,Exact Location
BO-L1063,"Se ha desarrollado el módulo del RUPE - Beneficiarios del SIGEP (Sistema de Gestión Pública) para el registro de todos los proveedores de bienes, servicios y beneficiarios, para facilitar los pagos mediante transferencias a sus cuentas bancarias.","-16.4952,-68.1317",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1063,"Durante la gestión 2013, 119 municipios recibieron capacitación tecnica sobre planificación del POA, sobre contrataciones estatales y sobre el funcionamiento del SIGEP.","-16.4952,-68.1317",Bolivia,4,La Paz,,,,,8349541,SQR,Exact Location
BO-L1064,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1064,El personal (profesionales y técnicos) fueron capacitados y luego tratan en las salas a niños/as con rezago,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1064,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1064,18 salas equipadas para tratamiento de rezago en niños/as,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1064,22 Salas equipadas para la atención de niños/as con rezago,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1065,Se realizaron los diseños del mejoramiento y ampliación de los sistemas de agua potable de Urubicha y San Buenaventura y y la construcción de los sistemas de agua potable para las localidadades de Pojo y Chuquini. Estos estudios cuentan con su plan de sostenibilidad de desarrollo comunitario y fortalecimiento institucional.,"-16.5116,-68.1284",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO-L1065,"Se realizaron los diseños para la construcción del sistema de alcantarillado sanitario y planta de tratamiento de residuos solidos para las localidades de Teoponte, Colquechaca e Independencia.","-16.5117,-68.1284",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO-L1065,"El proyecto comprende la construccion de una obra de toma tipo tirolesa para la captación de agua, aduccion con una tuberia de diámetro 6"", tanque de almacenamiento de 100 m3, red de distribución, 582 conexiones domiciliarias","0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1065,"sistema de alcantarillado sanitario, camaras de inspeccion, conexiones domiciliarias, conexiones condominiales emisario principal y planta de tratamiento mediante tanques inhoff","0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1067,"Ampliación y refuncionalización del establecimiento de salud, en cumplimiento con la norma de caracterización de primer nivel y la norma de salud familiar comunitaria intercultural (SAFCI). La intervención en el Centro de Salud Chairapata, permitirá mejorar el servicio de salud a la población beneficiaria.","-18.7636,-65.9016",Bolivia,7,Potosí,,,,,3921456,PPL,Exact Location
BO-L1067,"Ampliación y refuncionalización del establecimiento de salud, en cumplimiento con la norma de caracterización de primer nivel y la norma de salud familiar comunitaria intercultural (SAFCI). La intervención en el Centro de Salud Challviri, permitirá mejorar el servicio de salud a la población beneficiaria.","-19.004,-66.0872",Bolivia,7,Potosí,,,,,3911438,MTS,Exact Location
BO-L1067,"Ampliación y refuncionalización del establecimiento de salud, en cumplimiento con la norma de caracterización de primer nivel y la norma de salud familiar comunitaria intercultural (SAFCI). La intervención en el Centro de Salud Chullpakasa, permitirá mejorar el servicio de salud a la población beneficiaria.","-18.666,-65.8099",Bolivia,7,Potosí,,,,,3915486,PPL,Exact Location
BO-L1067,"Ampliación y refuncionalización del establecimiento de salud, en cumplimiento con la norma de caracterización de primer nivel y la norma de salud familiar comunitaria intercultural (SAFCI). La intervención en el Centro de Salud Salinas Altas, permitirá mejorar el servicio de salud a la población beneficiaria.","-19.0133,-66.1101",Bolivia,7,Potosí,,,,,3911438,MTS,Exact Location
BO-L1067,"Ampliación y refuncionalización del establecimiento de salud, en cumplimiento con la norma de caracterización de primer nivel y la norma de salud familiar comunitaria intercultural (SAFCI). La intervención en el Centro de Salud Surumi, permitirá mejorar el servicio de salud a la población beneficiaria.","-18.5663,-65.8477",Bolivia,7,Potosí,,,,,3903854,PPL,Exact Location
BO-L1067,"Ampliación y refuncionalización del establecimiento de salud, en cumplimiento con la norma de caracterización de primer nivel y la norma de salud familiar comunitaria intercultural (SAFCI). La intervención en el Centro de Salud Titiri, permitirá mejorar el servicio de salud a la población beneficiaria.","-18.9766,-65.976",Bolivia,7,Potosí,,,,,3908859,STM,Exact Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1067,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1070,"Se ha instaladao un Data Center en el Ministerio de Planificación del Desarrollo, que albergará el Sistema Informatico del Registro Unico de Beneficiarios, mediante el cual se unificará y complementará la información de los registros actuales de beneficiarios de programas sociales. Fue diseñado tomando en cuenta estándares de alta disponibilidad y seguridad, consta de 4 servidores con dos procesadores de 8 núcleos, 2 equipos de back ups y 2 storages de 10 Teras. Para asegurar su funcionamiento el Data cuenta con aire de precisión, equipo completo de UPS, un generador, cámaras de seguridad, biométricos y sensores.","-16.4989,-68.1354",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1072,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1072,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1075,"La construcción y mejora al tramo por una extensión de via de 69.7 KM, permitira mejorar las condiciones de transitabilidad y accesibilidad del tramo, reduciendo los tiempos de viaje y la accidentabilidad en la zona, e incentivando el desarrollo económico local y regional.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1075,"Se encuentra en desarrollo la totalidad de la liberación del derecho de vía, esta acción permitira que la Empresa Contratista realice la construcción de la carretera sin problemas de ejecución","0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1076,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1078,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1082,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1082,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1082,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1082,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1084,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1093,"Se encuentra en etapa de Rehabilitación la  Autopista La Paz y El Alto (ALPEA) de 10.6 Km; el propósito es mejorar condiciones de transito  reduciendo tiempos y costos de viaje y niveles de accidentabilidad, a través de rehabilitación y mejora de la vía, favoreciendo desarrollo económico local y regional.","0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1095,"La Rehablitación de la Obra permitirá generar el desarrollo económico y social del Nor Oeste del Departamento de La Paz mediante el mejoramiento de los sistemas económicos, sociales y de infraestructura física a través del máximo aprovechamiento de los recursos disponibles sin descuidar la conservación y protección del medio ambiente.","0,0",,,,,,,,6295630,AREA,Exact Location
BO0200,"Los trabajos comprenden la recuperación de la red de drenaje, construcción de obras de estabilización de taludes, cauces, bacheo superficial y profundo, refuerzo de concreto asfáltico, riego de protección con emulsión modificada en sectores sometidos a condiciones severas y la reconstrucción parcial de calzadas dañadas, en el tramo de 44 km comprendido entre Calajahuira y Cotapata, de la carretera que vincula el Departamento de La Paz con los Departamentos de Beni y Pando.","-16.2905,-67.8863",Bolivia,4,La Paz,,,,,3924614,STM,Exact Location
BO0200,"Los trabajos de rehabilitación comprenden la recuperación de toda la red de drenaje, la construcción de obras menores de estabilización de taludes,  cauces, bacheo superficial y profundo, refuerzo de concreto asfáltico y la reconstrucción parcial en los sectores donde la calzada se encuentra dañada. El tramo rehabilitado tiene una longitud de 44 km entre Calajahuira y Cotapata, parte de la carretera principal que vincula el Departamento de La Paz con los Departamentos de Beni y Pando.","-16.3515,-68.0021",Bolivia,4,La Paz,,,,,3910413,STM,Exact Location
BO0200,"Se realizan trabajos de conservación vial de la carretera en los tramos Cotapata - Santa Bárbara y Chuspipata - Yolosa - Yolosita en una longitud de 94 km, contemplan los requerimientos de mantenimiento de la vía, incluyendo acciones preventivas y correctivas tales como mantenimiento y limpieza de calzadas, drenajes y banquinas, instalación de mallas de protección, obras de protección y/o reconstrucción de estructuras amenazadas, así como el mantenimiento y operación del túnel San Rafael.","-16.4296,-68.0724",Bolivia,4,La Paz,,,,,3914240,PPL,Exact Location
BO0200,"Se realizaron trabajos de conservación vial de la carretera en los tramos Cotapata - Santa Bárbara y Chuspipata - Yolosa - Yolosita en una longitud de 94 km, contemplan los requerimientos de mantenimiento de la vía, incluyendo acciones preventivas y correctivas tales como mantenimiento y limpieza de calzadas, drenajes y banquinas, instalación de mallas de protección, obras de protección y/o reconstrucción de estructuras amenazadas, así como el mantenimiento y operación del túnel San Rafael.","-16.4296,-68.0724",Bolivia,4,La Paz,,,,,3914240,PPL,Exact Location
BO0200,"Dada la vulnerabilidad del tramo de 20 km entre Cotapata y Santa Bárbara, se han implementando trabajos de estabilización y mejoramiento de obras de drenaje en varios puntos identificados, estabilización en el km 36 (falla de Pacallo), obras de protección y erosión de quebradas adyacentes a la carretera, e implementación de intervenciones preventivas y de atención de emergencias del tramo Cotapata-Santa Bárbara.","-16.1552,-67.7182",Bolivia,4,La Paz,,,,,3905478,STM,Exact Location
BO0200,"Dada la vulnerabilidad del tramo de 50 km entre Cotapata y Santa Bárbara, se han implementado obras para solucionar problemas de estabilidad geotécnica, buzones de material de desechos sin recuperar y drenajes deficientes. Como parte de la gestión de riesgo se han implementado intervenciones preventivas y de atención de emergencias del tramo La Paz-Cotapata-Santa Bárbara y del tramo Chuspipata-Yolosa-Chicaparque (ruta antigua) además de las obras de mantenimiento preventivo y conservación.","-16.2206,-67.8037",Bolivia,4,La Paz,,,,,3909505,PPL,Exact Location
BO0200,"Para encarar este Componente, las obras de estabilización del tramo Cotapata - Santa Bárbara se efectuaron en tres “Paquetes de Obras”, con el objeto de priorizar los requerimientos que tenía la carretera en el periodo de operación. Las obras que se ejecutaron, entre otras, son: Movimiento de Tierras; Obras de Protección y Contención; Drenaje; Pavimento; Señalización y Seguridad vial; Mediciones Geotécnicas; Obras de Protección Ambiental; etc.","-16.3251,-67.9464",Bolivia,4,La Paz,,,,,3907703,PPL,Exact Location
BO0200,Con el objeto de mejorar la seguridad vial del corredor La Paz-Cotapata-Santa Bárbara se ha implementado la señalización vertical y horizontal en la vía siguiendo estándares internacionales para carreteras de montaña en zonas de alta precipitación y neblina frecuente.,"-16.2122,-67.8048",Bolivia,4,La Paz,,,,,3909505,PPL,Exact Location
BO0200,"Con el objeto de mejorar la seguridad vial del corredor La Paz-Cotapata-Santa Bárbara se ha implementado la señalización vertical y horizontal siguiendo estándares internacionales para carreteras de montaña en zonas de alta precipitación pluvial y neblina frecuente, en una longitud de 82 km.","-16.1552,-67.7182",Bolivia,4,La Paz,,,,,3905478,STM,Exact Location
BO0200,"En el marco del Programa se consideró la reubicación en la localidad de San Joaquín (próxima a la nueva carretera); sin embargo, los pobladores de esta comunidad desistieron de participar en el Programa. Por ello, se desarrolló las obras de compensación social en la misma localidad de Yolosa, logrando dotar de cierta infraestructura pública básica (viviendas, posta de salud, albergue para turistas y colegio) y facilitarles la posibilidad de implementar actividades productivas de desarrollo, especialmente las relacionadas en el aspecto turístico.  Ello permitió que dicha población no fuera reubicada, manteniendo su arraigo, pero dotando de cierta infraestructura que pueda mantener o mejorar su nivel de vida.","-16.2016,-67.7598",Bolivia,4,La Paz,,,,,3905543,PPL,Exact Location
BO0223,"El proyecto consiste en la reconstrucción del embovedado del Río San Pedro en el sector comprendido entre la Esq. Boquerón y Nicolás Acosta y la Av.20 de Octubre y Otero de La Vega, a fin de contar con un conducto nuevo que permita escurrimientos en condiciones hidráulicas adecuadas y evitar los sifonamientos periódicos en el embovedado antiguo debido a condiciones hidráulicas deficientes. Se construyó un embovedado de 487 m y se reparó de forma integral el existente a lo largo de 1.702 m.","-16.5038,-68.1357",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
